drugName,condition,review,rating,date,class
Xanax,anxiety,"""just great. i do not use the prescribed amount (0.5mg every 8 hours or every 4 hours as needed). i have not used for a week now but just took 1/2 pill and 25 minutes later i feel good.""",10,"February 19, 2012",1
Bupropion,anxiety,"""i call it the miracle drug!  i was on paxil for 9 years and had no idea how much it dragged me down.
after i had to have my thyroid removed, my dr and i decided it was time to try something new.
within a week i could feel the difference (maybe it was quick due to body already being use to paxil)
my family, friends and co-workers all noticed.  i was energized, happy, my libido is finally back (only my husband noticed that one ;) lol,  and i""ve lost 14#   the only negative i can think of was the first few weeks i had wild, vivid dreams but that has basically stopped.
i wish i found it years ago!""",10,"April 5, 2016",1
Effexor XR,anxiety,"""i have been on effexor xr (now the generic) for 18 years! i suffer with anxiety and panic. i went as high as 150mg and then stayed at 37.5mg for years. when break through panic comes in i up my dosage to 75mg then taper down again. i have tried to go this medication but my panic just comes back. i thank my lucky stars that there was a medication out there to help me with functioning in the world. i am 54 and i plan on staying on this medication until i am 104!""",10,"October 25, 2016",1
Escitalopram,anxiety,"""i have been on escitalopram for about 4 1/2 months and i am finally anxiety free. i wanted to share my experience since i constantly read reviews here and it helped me realize the initial symptoms were happening to others. in the first few weeks i had an major increase in anxiety especially in the morning. i had hot flashes, ringing in the ears, bowel issues, wasn't hungry, and pretty much thought i was getting worse and should just quit. i read other positive reviews on here and decided to stick it out. i am glad i did. after about 8 weeks i felt improvement in my anxiety that gradually kept getting better. i used to obsess and worry about trivial things. i had anxiety about driving etc.. now i am happy and anxiety free.""",9,"May 8, 2016",1
Alprazolam,anxiety,"""this med helped me to go back to a stressful job after burnout.i am so grateful to have had this to deal with stress++++.i was able to function well.but not get panicked or be exhausted by the stressful
work in a hospital..5mg per day was so helpful.""",9,"November 19, 2016",1
Escitalopram,anxiety,"""i took 5mg for three weeks and the upped the dosage to10mg. that was 7 weeks ago. i had very few side effects with the initial start up or when the dosage was upped. the reason i upped the dosage was because i read where 5mg was not therapeutic. my anxiety has disappeared completely. however, i am having a problem with the fatigue. i am going to talk with doctor about taking it at night instead of morning. possibly need to lower the dosage. my biggest fear is insomnia. i can deal with other side effects but insomnia makes me crazy. the fatigue is not every day but hit bad this afternoon. i am also weaning off clonazepam. i took .5 every other day for four months. this month was .25 every third day. next month .25 every fourth day.""",9,"September 24, 2016",1
Escitalopram,anxiety,"""i have been taking lexapro for 3 months now and i have definitely seen a noticeable difference as have my coworkers. i am taking a very small dose, only 5mg, and i am 5'5 120lbs. i was prescribed it after talking to my doctor about the anger and anxiety i had been feeling. i would get so angry about small things and even though i could tell i was being ridiculous i couldn't stop myself. i felt like it was affecting my relationship and productivity at work. although it has not completely gone away and i still feel like i struggle from depression, i have been told by people that i seem happier and i haven't felt such anxiety that i can't focus on anything else in awhile.""",7,"November 8, 2016",1
Escitalopram,anxiety,"""i've been on escitalopram for almost two years. i started at 10mg and it didn't work to well. i recently went up to 20mg because i felt anxious about every little thing like before i started. now, i feel awesome! i'm happy at my job. i'm more social at school. i always look on the bright side. it's really cool. and, it's not like an unnatural ""high"" or feeling. it's just like being myself but in a general good mood most of the time. side effect is sexual, but i don't believe in pre-marital sex anyway. it goes away after i stop taking it. but, i find myself not thinking about sexual things so much. it's a definite plus! keeps me on the right path.""",10,"November 4, 2014",1
Pristiq,anxiety,"""i was very reluctant to go on medication but my anxiety that was overwhelming increased to such an extent i was very unmotivated professionally and personally. for the first 3 days i felt very nauseous and had little appetite which was great as it stopped that overeating i had. i lost 2kgs within the first few days and then suddenly the nausea was gone, my head was very clear, i have been able to concentrate again and am genuinely surprised at its effect only a week and a half in.""",10,"July 13, 2011",1
Klonopin,anxiety,"""i can take 0.5 mg twice a day as needed. some days i don't take it. it helps so much even with my depression. i take one of these if i'm planning on killing myself because i'm suicidal every day,  & the urge wil pass once this calms me down.  i take it for anxiety, panic attacks,  & twitches/seizures.""",9,"October 30, 2015",1
Paroxetine,anxiety,"""i started taking paxil 13 years ago. i had severe panic attacks. it gave me my life back. mild side effects. a little sleepy. i just hope it has no long term damage but at least i can enjoy my life.""",8,"July 14, 2009",1
BuSpar,anxiety,"""so, i give this 7 out of 10. i'd give it 10 out of 10, but the first week on this was really uncomfortable. i almost stopped using it. i started out at 10 mg buspar once a day and then after a week increased to 10 twice a day . the first week, i won't lie, was a doozy. my psych said that her patients either love it or hate it and it's pretty much 50/50 with little gray area. but since it's inexpensive, been around for a while, and is pretty safe, she likes that to be the first option when dealing with gad. fair. the first week, i was really, really dizzy. felt a bit fuzzy in the head. kind of jumpy. i had to pull over while driving and sit down for a bit. but after about two weeks. whoah. my life is changed. i'm no longer so anxious!!""",7,"April 14, 2017",1
Lexapro,anxiety,"""i posted in oct. my 9 yr. old has aspergers and my life was hard.
it is now the last week of month 2 on 10mg. of lexapro. omg!!! is this what normal really feels like!? please.. if you have anxiety and possible depression give this drug a chance. i feel like a new person. i laugh at shows now, i have a sense of humor again. my spouse is spending more time around me since i am more pleseant to be around. i cooked a small thx giving dinner for 4 from  scratch in 4 hours without stressing it. i can watch sad movies and feel  the emotions but not cry through the whole show or movie.  find myself interested in things i used to enjoy but stopped. i am glad i hung in and listened to others who said to give it 6-8 weeks for full effect.they were right.:)""",10,"November 28, 2015",1
Hydroxyzine,anxiety,"""i was having a horrible withdrawal from cymbalta and was determined to get off it! after my docs only answer was take ativan (which made me extremely zombified). after two trips to the er they recommended vistaril and it calmed the brain zaps, disorientation and extreme confusion. it's been a huge help!""",10,"September 16, 2013",1
Escitalopram,anxiety,"""for me escitalopram works great. its truly a miracle in a bottle. i am usually a complete basket case and very short tempered. my irritability is out of control. i just went through a super crazy situation and i feel so calm and at peace. i've only taken 2 doses and for me personally i can see a difference. everyone has a different reaction but mine has been positive.""",10,"July 30, 2014",1
Escitalopram,anxiety,"""have been on and off lexapro for the last 20 years (more on than off). this time i was off the medication from for about 5 months and the anxiety and depression was back even though i had a change of life style, doing plenty of exercise and changing work environments.  for me the side effects were feeling nauseous, insomnia (normally 1 nights average sleep and the next no sleep, constant swallowing which i think is called dry mouth and just feeling miserable for the first 3 weeks.  i'm into my fourth week now and sleeping a lot better and feeling much better in myself.  
if you are having the same side effects, hang in there as life will get a lot better""",8,"November 27, 2016",1
Oxcarbazepine,anxiety,"""i suffer from chronic  depression and high anxiety all my life. other medications work but i am so out of touch with reality i choose not to take them..

i started a 300mg twice a day dose of oxcarbazepine with 50mg of pristiq. i have only been taking this for two weeks but so far everything is great... i am experiencing what its like to be “normal”... a feeling i have rarely experienced so it feels a little abnormal. life is much better now.... the best i have ever felt..  i hope it works for years to come""",8,"July 4, 2016",1
Lexapro,anxiety,"""i was diagnosed with anxiety after having several bouts of severe anxiety and many lesser episodes. on two occasions i went to the er thinking i was having a heart attack. my dr. prescribed lexapro. i don't recall any of the issues other describe and after two weeks or so, i was feeling much better and only sufferred from a few smaller episodes. i have noticed that heavy drinking is a disaster while on this med and results in me feeling ill and panic. i have had no other side effects. i did run out for nearly a week once and did feel some negative feelings coming on. i do not plan to run out ever again. i have taken 10 mg since the start three years ago. avoid heavy drinking!""",8,"August 24, 2015",1
Venlafaxine,anxiety,"""i have been on effexor for the past 10 years - i started having panic attacks as a child although i didn't know at the time what was going on - when i was 17 the doctor prescribed valium that i took periodically when my anxiety got really bad - finally when i was 40 the doctor suggested i go on a very low dosage of effexor (37.5mg) because he was sure i had generalized anxiety disorder - what a difference this has made in my life - felt""weird"" the first few weeks but now i have very little anxiety and really no side effects except maybe lower libido. i had no idea how much anxiety i had been living with all my life.""",9,"March 10, 2014",1
BuSpar,anxiety,"""i have been taking buspar and celexa and as far as the anxiety it has helped me a lot..i was having bad heart palpitations and it's gone..no more headaches either..what i did was i started talking celexa at night and i take buspar 2-3 times a day. 
i can't say i'm completely ok because the celexa needs to be in your system at least 6-8 weeks before you start feeling better....i'm feeling a little better. and not having anxiety truly helps. i'm still haven't been able to go to work because of how scared i am to get an anxiety attack but i'm already starting to consider it. believe me when i tell you i was on the verge of being committed...give it a chance not all our systems are the same.

good luck""",10,"October 21, 2015",1
Mirtazapine,anxiety,"""i use this for serious post traumatic stress disorder, major depressive disorder, anxiety, flashbacks night sweats, night terrors, anger, mood swings, and waking up at night not knowing where i am.
i have taken this for more than 5 years. i take up to 70 mg of citalopram during the day to compliment this medication along with valuim for anxiety and for major surgery that gives me muscle cramps and pain.
i give it a ten. i have no side effects from this.
i do citalopram, and valuim but not mirtazapine.
rate it at 10.""",10,"February 6, 2015",1
Alprazolam,anxiety,"""this drug works wonders on most people including myself.  it calmed my panic, it helped my depression and helped me see life for what it is instead of worrying about every little problem.  """,8,"September 11, 2008",1
Lorazepam,anxiety,"""miracle drug for short term use. you get withdrawal problems after u grow a dependence to it.  it will be dangerous like alcohol  if you stop cold turkey. you have got to tapper off but works really good if u use when u get anxiety""",8,"November 4, 2017",1
Buspirone,anxiety,"""this medication is great!! i've been suffering severe anxiety for three years now, and i finally decided to get on some medication for it. zoloft didn't work for me, and made me feel horrible, so we tried buspar next. the only side effects i got was slight dizziness and feeling fuzzy for the first three days and then i was fine.
i'm definitely way less anxious now, and it was great. i suggest giving it a try if its just anxiety and not depression, cause that's what things like zoloft focus on.""",9,"August 14, 2017",1
Venlafaxine,anxiety,"""it was efficient to have no anxiety. 

except 2 weeks before my final exams, i""froze"" = i had anxiety attacks.
the big side effect was that it was extremely difficult to reach an orgasm / ejaculation + i lost more than 50 % of sex pleasure. not good for couple life. also i sweat a lot during the night + big traumatizing nightmares if you forget your pills +  i think i did sleep apnea + sleep paralysis. all those things at 75 mg. an other bad effect was that i became over confident / maniac.

also better to use effexor than generics. the real brand seemed better for me""",7,"March 27, 2017",1
Venlafaxine,anxiety,"""i've had depression, dissociation, mild ocd, & bad anxiety my entire life. after i found out my ex gf was triggering my dissociation to have odd sexual fantasies with me, my dis grew into dissociative identity disorder & my mild ocd grew into a terrible 3 type ocd. cleaning, counting, & pure o. my dr prescribed me 1 venlafaxine 150xr/day. within a month, my 2 alts were gone, my anxiety was far less (almost non existent), my ocd was gone, and my depression was way less. when i go more than 2 days without my ven, i get brain zaps & terrible anger. i have to hide away. it's masking my issues but i want to fix them. i also get night sweats and have trouble waking up. both started when i started taking ven. i don't recommend these. avoid snris!""",7,"February 10, 2017",1
Gabapentin,anxiety,"""for the last 7 years i have had severe anxiety, panic attacks, and insomnia. i was given remeron for sleep and klonopin for anxiety. recently my pdoc and i decided it's time for me to get off the benzos. she gave me gabapentin and it's been a life saver. i'm doing well at gradually tapering off klonopin. the only drawback i find is that gabapentin wears off rather fast, and your body builds up a tolerance really fast. been on it for 3 months now. i started at 100mg 3 times a day. within a month i was up to 300mg 3xdaily and 600mg at night. currently i am only taking it prn at 300mg. as someone who has tried every mood stabilizer and anxiety medication  under the sun. gabapentin is amazing!""",8,"June 28, 2017",1
Lorazepam,anxiety,"""i've taken aleve and vicodin for my sciatica pain with limited results. taking lorazepam completely rids me of my hip/leg/back pain which is wonderful! i still have to remind myself to be easy on my hip and not try and clean the whole house because my pain is gone. i half a 1mg tablet so it doesn't sedate me. my intent is to not be completely knocked out. i want to be productive and it allows me that luxury. i know it's not generally prescribed for pain like this, but it sure as hell works for mine. i've had no adverse side effects and it really helps me get through the day without constant pain.""",10,"March 25, 2016",1
Lexapro,anxiety,"""i have a fear of driving and social anxiety when it comes to standing in line etc. did zoloft for 2 weeks and thought my life was over. went and changed my meds to lexapro half a pill every night before bed.i feel like me again. not a different happy weirdo but the old me. i am now on 10mg and it's only been a month but i'm so glad how it's working. a little sweaty but that's about it . i also take blood pressure meds for my anxiety as needed. before anyone tries xanaex or lorazepam i highly recommend this medicine. no side effects and non habit forming""",9,"November 8, 2016",1
Hydroxyzine,anxiety,"""got off of benzos using a librium detox and after about a week, was having such bad withdrawal i couldn't take it anymore.  on top of all the physical stuff, i felt like i was in a constant state of full blown panic.  my doctor suggested i try this and it's been a life saver.  does it stop anxiety like a benzo?  no.  does it take the edge off, most definitely.  i take 50 mg 2- to 4xday.  it doesn't make me sleepy but it does make me a little dizzy.  i have to wait about an hour after i take it to see if it's going to make me dizzy or not.  when you first start taking it, give yourself some time to see how you will react.  the impact lessens the longer you take it.""",8,"July 25, 2015",1
Clonazepam,anxiety,"""saved my freakin life!!! junior year of high school, was dealing with severe hypochiondria + generalized anxiety- couldn't sleep, couldn't eat, lost 30lbs in two months and missed 2-3 days of school per week. my doctor prescribed celexa first which did nothing but make me dissociate for two days straight. he decided we should try clonazepam next just to get my acute episodes of anxiety under control and omg, what a difference!!! i literally cried from relief after taking my first dose, because it made me feel completely normal again. my only side effect is the occasional headache a day after taking it. i now only take it as needed once or twice a week and it still works wonders. also works great for migraines.""",9,"March 6, 2017",1
Hydroxyzine,anxiety,"""i have been on visitril for a little over a week now and i have to say that it has been an overall therapeutic and positive experience. i was on lexapro (escitolopram) for almost 3 months and found that the medicine would make me pretty anxious though did level me out during a very rocky time in my life . i chose to start taking visitril since the lexapro wasn't effective in ways i wanted and now on 50mg to 100 mg a day, i can say that it is easier to be focused on things that i really care about and i can usually notice the subtle change in my body when it stops working (in my stomach primarily) and i'll pop another one and will stay pretty level as long as it is in my system.""",9,"February 1, 2017",1
Buspirone,anxiety,"""i started taking buspar 5mg twice a day due to anxiety of my mom being in the hospital. let me tell you how it affects me...positively. i take it along with prozac 20mg once a day and the combination works wonders for me. i take both in the morning and the buspar in the afternoon around 4pm. what a difference!!""",10,"February 26, 2016",1
Gabapentin,anxiety,"""as like so many others have posted, i too have had major depression,bi-polar disorder,and anxiety. i've been on every med imaginable for these diagnoses and they all have stopped working. my current regimen is cymbalta 90mg bid and zyprexa 5mg @bedtime. i now have been taking gabapentin 400mg tid. (i'm also a recovering opiate addict.) anyways, the gabapentin seems to give me a pleasant type of calmness. i am saying tons of prayers that this is the missing piece for me. i'll try anything to get my life back. anything""",8,"December 7, 2016",1
Alprazolam,anxiety,"""after a recent medical diagnosis, i had a difficult time coping and felt a tremendous sense of fear and worry constantly. brought me to the point i was physically ill everyday and having panic attacks frequently. xanax is wonderful when you find the right dose. too much and i became a zombie. 0.25 mg was my perfect dose. it brought me down from panic and allowed me to take a step back and deal with my problems rationally.""",10,"August 2, 2014",1
Buspirone,anxiety,"""i was put in the hospital with mrsa in my lungs. i was really mentally frustrated and was having withdrawals from morphine. i couldn't sleep and was very ill. this medicine was the greatest thing they could have given me to help me calm down and sleep. i would recommend it, but i will say that it knocked me out cold for the night and i was groggy in the morning. but when i decided to quit taking it, i had no withdrawal symptoms.""",10,"February 12, 2009",1
Oxazepam,anxiety,"""after 43 years of anxiety/panic disorder, serax has helped me have a life. dr's tried many other treatments until i ended up in icu with my heart enzymes elevated. theme 25 years ago dr started me on serax, which finally let me have a normal life.""",10,"June 23, 2017",1
Kava,anxiety,"""very relaxing not something that will get you high but will ale the spirit lifted and relaxed safely...being an ex heroin addict my anxiety is always crazy kava does help significantly.""",7,"November 12, 2013",1
Cymbalta,anxiety,"""i've only been on it for 7 days at 30 mg. my dr said to increase to 60 mg after a week.  i feel it's working for my anxiety at this level so i don't think i should go up. thoughts?""",7,"September 12, 2015",1
Buspirone,anxiety,"""i've had social anxiety since high school and was put on zoloft, which never worked.  i eventually developed panic attacks when i was 26.  i've tried xanax for a few days after i was diagnosed and hated it.  was put on celexa 20mg and did not see any improvement after a year. i learned to self manage and handle my anxiety attacks and knew that i wasn't going to die.  i went for a few years like this until i got medical insurance.  i went to the dr. after reading reviews on buspirone and asked if she thought it'd help with my anxiety. i took 7.5 twice a day for the first 2 weeks and noticed almost immediate (about 30 mins) relief.  yes it does make you dizzy for a few weeks but nothing you can't handle.  give it 6 wks and you'll love it!""",9,"April 12, 2015",1
Buspirone,anxiety,"""i have cluster migraines so the doctor put me on topamax, after about 2 months i developed anxiety symptoms and a rather hateful personality so they added buspar to take  the ""edge"" off. it has worked well for me but i can tell when it wears off. i'm on a low dose so it just may be time to adjust( 5mg twice a day ). all in all very satisfied with this medicine. it does make you dream vividly but that doesn't bother me.""",9,"August 22, 2013",1
Alprazolam,anxiety,"""i've taken this medication for about 5 years now, i was originally prescribed by my doctor after i had my son for moderate anxiety & to prevent possible panic attacks. i also take wellbutrin for depression but that medication does not calm me down like the xanax does. i have taken less of a dosage in the past but recently it's been a little bit more because of getting divorced & a close family member unexpectedly passing away so i've felt better on more & a lot less anxiety taking just that one more dosage or so per day. i know it is a difficult medication to stop but believe that it is better to lower dosage over time rather than completely stop taking it.""",9,"May 7, 2015",1
Clonazepam,anxiety,"""i have been on this medication for eight years except when i was pregnant. i have agoraphobia, and panic attacks. without this medication i wouldn't be able to raise my children or enjoy my marriage because i would have daily panic attacks and would never leave the house. i leave the house more. but now i have different insurance and my new doctor doesn't want me to take it so i am now looking for a different doctor!
""",10,"June 10, 2013",1
BuSpar,anxiety,"""i was taking buspar along with proactive and xanax for 5 years...i felt great, so i stopped the buspar.  within the last 2 months i have had to completely detox off xanax, and it was a nightmare, i hope to never feel that way again...long story short, i'm back on my buspar along side my prozac and i can't remember feeling this good...the fog has lifted! !! my anxiety is all but nothing....i have never had side effects from buspar either, and i take 15mgs twice a day. for those of you that have an anxiety disorder, this medication is definitely worth trying because you can cope so much better without all the hazy side effects from benzos. best of luck!""",10,"June 23, 2015",1
Remeron,anxiety,"""i suffer from insomnia and anxiety and was prescribed this as a sleep aid in a hospital once, which is when i discovered the pill's wonderful added bonus as having a slightly noticeable anti-anxiety effect. usually doctors mention that when prescribing a new medicine, but this really was a great bonus. i just didn't like the weight gain, total mind/body grogginess and increased hunger all the following day. so i appreciated the anxiety effect and the help with sleep, but those effects (when pill is taken for a few months) slowly fade and no longer help. i pop one every so often when i need sleep now, but cannot rely on sleep medicines anymore due to such hangovers, so am off all night time medicines now. but this drug wasn't too bad for a while. just be prepared to lose your tiny figure!""",7,"March 6, 2010",1
Lorazepam,anxiety,"""saved my life and made my life managable. so far superior to numerous ssri's, ssni's, off label gabapentim. serax, than any of the 10 other anti depressants i tried. wasted 3 years of my life. may be addictive for addicts & alcohol abusers but if taken as prescribed i've had minimal side effects. i'm not dizzy, falling, etc.""",9,"February 15, 2016",1
Klonopin,anxiety,"""klonopin has been instrumental in getting my anxiety disorder under control.  i take 0.25 milligrams three times a day...taking 0.5mg at once is too much and causes me to be a space cadet.  it doesn't work as well on my rare panic attacks, but i have found other ways to cope with breathing exercises and such. without it i was nearly non-functioning and about to slip into a deep depression.  it has leveled my mood swings and just made life much more bearable (even joyful!). i would much rather have dependency on this medicine and be happy than feel that i am constantly in crisis (and occasionally suicidal).""",9,"August 6, 2013",1
Escitalopram,anxiety,"""i have been taking lexapro for about six months now.  i was put on it for a panic attack and mild depression.  i am someone who never takes meds unless i have too and was very worried about being on this drug because i feared the side affects when it would be time to get off.
i decided on therapy and lexapro.  i am only on ten milagrams, 39 and petite.  i can't say that this drug has caused me weight gain but if i am extra hungry i choose a healthier snack.  i will say that the first few days of taking the med i did feel tired,  and tense in my arms but i will say the panic attack attributed to that.  i am doing great i am more relaxed and happier .  therapy is key too.  hang in there and talk to someone!!""",8,"February 10, 2017",1
Pristiq,anxiety,"""i can only say good things about pristiq. i was on lexapro for about three years and gained about 35 pounds. my doctor switched me to pristiq. the hardest part was weaning off the lexapro and the couple of weeks it took for my body to adjust to a new medicine. it has been about a month now and i absolutely feel great, energized, my appetite seems more normal. i have lost three pounds in four weeks. not bad since i wasn't really trying. the unusual changes i noticed at first on pristiq was really weird dreams and sometimes at night i felt a little tense. but now i just feel great. also unusual in my case, my doctor told me to take it in the morning but i was afraid of nausea so i take it at night.""",9,"May 22, 2009",1
Valium,anxiety,"""use of this medicine is to very effective in treating the illnesses for which it is prescribed.  they will also admit that it is an extremely safe medicine to use. valium when used by me, sporadically, as needed, effectively treats my anxiety episodes, which untreated would probably lead to ulcers.""",10,"October 9, 2011",1
Alprazolam,anxiety,"""i have lived with anxiety for five years and it has been a living nightmare. i struggle with trying to relax and calm after a long days' work. i am a mother, full-time employee and a recent college graduate (full-time, too). i have lived so long being stretched and now that i don't need to stretch that far, i have issues with trying to relax and take it easy. i am on celexa and had to add xanax to my regimen a year ago after having my first panic attack. i take 0.25mg as needed and sometimes before bed to help me sleep. xanax has helped me calm my nerves and relax. usually within the first half hour, i feel like i can chill out. it takes away the physical effects (shakiness and fast heart beat) and cools the mind and thought process.""",9,"December 5, 2011",1
Lorazepam,anxiety,"""i had bad anxiety and would go 48 hours without sleeping so i was prescribed this to calm me down and help me slee, which it did worked great. i used it for 3 months till i got on zoloft i would take 1mg pill 1 hour before bed. what a lifesaver.""",9,"February 23, 2014",1
Paroxetine,anxiety,"""everyone's experience will be different.  i have experienced anxiety all my life, but no depression.  a medium to low dose of paxil has normalized me.  my previous extreme fear of nautiousness and throwing up has been quelled.  ativan and xanax are fine as a temp solution (say for flying), but pax has provided me with a normal level of anxiety.   i give paxil 5 stars, but only if you feel anxiety along with some ocd.  depression, bipolar, might require something else.""",9,"August 5, 2016",1
Vistaril,anxiety,"""i have been on visitril for a little over a week now and i have to say that it has been an overall therapeutic and positive experience. i was on lexapro (escitolopram) for almost 3 months and found that the medicine would make me pretty anxious though did level me out during a very rocky time in my life . i chose to start taking visitril since the lexapro wasn't effective in ways i wanted and now on 50mg to 100 mg a day, i can say that it is easier to be focused on things that i really care about and i can usually notice the subtle change in my body when it stops working (in my stomach primarily) and i'll pop another one and will stay pretty level as long as it is in my system.""",9,"February 1, 2017",1
Bupropion,anxiety,"""just a quick note---i actually found it helpful to research the actual chemical this medication works on (norepinephrine), because the side effects make a lot more sense once you can look at the normal effects of increased circulating norepinephrine (if you're at all prone to hypochondria/health anxiety like i am ;).  i am taking it for depression, even though anxiety is my main struggle....i can honestly say it doesn't help with anxiety per se, but does turn it into a more ""focused"" anxiety (i.e. feeling rather hyperactive, but in a productive way as opposed to a paralyzed or hopeless way like with depression).  has also definitely decreased my binge-eating tendencies/desires, so yay for that! :)""",8,"December 29, 2015",1
Escitalopram,anxiety,"""i have only been on lexapro for 2 weeks now for my anxiety and depression. i also have a temper problem, the medicine so far helped my anxiety and got me more active but my anger has got worse. maybe it's too soon to say if this medicine will help that. but overall i'm starting to like not having the anxious feeling anymore.""",9,"December 16, 2011",1
Serax,anxiety,"""i have been taking serax/oxazepam for 30 years for anxiety/panic attacks, works great! i started out on 10mg then after a few years was switched to 15mg. the past year or so i have been having trouble sleeping so the dr. put me on 30mg to take only at night before bed which i do and it works great for sleep. so, i take the 15mg when i need them for anxiety and the 30mg only at night.""",10,"March 7, 2013",1
Clonidine,anxiety,"""i have been on a month and helps with anxiety. the nausea and muscle tension has went away. i would recommend. few side effects, and you will get use to the drug after about a 2 week period.
will make your hands and feet cold, but i can deal with that.""",8,"December 7, 2016",1
Gabapentin,anxiety,"""i can't tolerate ssri's.  i've tried them all.  this is the only medicine that works for me.  it takes care of my depression and my anxiety.  1800 mg/day

i've heard that a new drug is being tested and will be available in 2016 that targets the glutamate in the brain.  people are getting significant relief with it in just a few days.  until then, its gabapentin.""",10,"October 31, 2013",1
Lorazepam,anxiety,"""i've had horrible traumas happen when i was younger that still haunt me. i wake up shaking and can't sleep on my own. i've been on seroquel, buspar, and vistaril. none helped. my doctor finally prescribed ativan and it has worked wonders! i feel great, don't wake up shaking, can actually sleep, and feel calm. love it.""",10,"April 30, 2012",1
Cymbalta,anxiety,"""i was quick to anger, severe mood swings would yell at my kids for the slightest things. i was ready to punch anybody that would make me mad and( it didn't take much!) i started with cymbalta 30mg and i noticed a slight difference i was increased to 60 mg and i felt the change right away. i'm so calm and i'm back to being a happy mom. i take it at night because it would get me sleepy during the day if i take in the morning some of the side effects i've experienced have been dry mouth, lack of appetite, hot flashes, tiredness! i love this medicine it has changed my life. the relationship with my children is much much better too. i no longer have crying spells and i'm a much nicer person. try cymbalta.""",9,"July 2, 2014",1
Xanax,anxiety,"""the fastest acting anti anxiety medication i've ever been prescribed, and by far the most effective.  the anxiety i experienced prior to medication was crippling, i would stay in bed all day and not want to leave my house to go to school, or anything that involved other social interaction.  this medicine got me up, happy, and willing/wanting to do the things i could not do before.  however, through prolonged use of this medication i have as a result become addicted, as when i do not receive my scheduled dose i feel withdrawals.  overall - this medication has done so many good things for me i would be content taking this until the end of time, for the pros outweigh the cons, tenfold.""",10,"September 6, 2009",1
Cymbalta,anxiety,"""this medication was a life saver for me as it helped me to overcome anxiety at work and allowed me to regain my focus. this also helped a lot with my irritable bowel syndrome issues! only downfall was the first few weeks where i lost a lot of weight due to having no desire to eat and i had to switch to taking it at night because when i took it in the morning it made me dizzy and tired all day. i am taking 30mg once a day and have been on this for about 8 months. hang in there if you just started the medication because it takes about a month to really kick in.""",10,"April 23, 2014",1
Vilazodone,anxiety,"""this stuff is awesome! for the first 12 days or so i felt incredibly stoned, but it wore off and evened out my anxiety that was controlling me all day. no side effects at all unless you count interacting with remeron which put my head spinning with incredible nausea. i take xanax which cancels that effect but my md wants to take me off it and put me on buspar, i'll see how that goes. ps- am on day 21 of viibryd""",10,"November 12, 2013",1
Alprazolam,anxiety,"""xanax has saved my life. i have gad, panic disorder, ocd, ptsd and major depressive disorder. this medication has made life worth living for me. i have been in therapy with a therapist, life coach and psychiatrist for 3-4 years now. i can tell you if the drug makes you drowsy or hungover, it's not for you. also, the therapeutic dosage should not exceed 3 mg per day, ideally around 1 mg per day. as long as you stay in therapy and see your psychiatrist regularly you will not become ""addicted"" or whatever else people feel about this drug. it works!""",10,"May 8, 2017",1
Ativan,anxiety,"""be careful when using ativan.  do not take doses more than 1 or 2 mg.  it is easy to get carried away and addicted to ativan.  i find that it is a very effective treatment for anxiety when the recommended doses are used though though.""",7,"March 11, 2008",1
Alprazolam,anxiety,"""i was the caregiver for 2 family members from 1997 to 2008.  i had the first full-blown stress panic attack in 2005.  xanax was one of my medications and in 6 months, i was off drugs.  i have no regrets for those 11 years, but thought i was finally free to live my life.  however, i was wrong.  i now have continuous anxiety if i don't take 0.25 mg xanax in the morning and evening.  i also have very high blood pressure to which a solution has not been found.  xanax does lower it and i couldn't keep my sanity without it.  i have had no negative side effects, only positive.""",10,"February 12, 2010",1
Escitalopram,anxiety,"""i feel obligated to share my experience with lexapro.  before seeking psychiatric treatment, i'd spend hours on this website (a well as others) reading reviews of lexapro and similar ssris.  i suffer from gad and lexapro has helped tremendously.  the only downside was the side effects at first (unable to achieve orgasm, crazy dreams, extreme gas), but those have subsided.  my partner notices a complete turnaround in my stability.  i am very thankful for lexapro.  i am so glad that i made it trough the first few weeks with the side effects.  this drug changed my life.""",9,"November 22, 2009",1
BuSpar,anxiety,"""i have had anxiety for 10 years and had given up all hope for a normal life.  last year i was prescribed buspar 15mg a day and it did nothing for me.  on one of my many visits to the mental hospital i was told to try bumping it up to 40mg.  a week later i had my first anxiety free day.  it's now been 7 months and i haven't had a single anxiety day.  i have finally started to love again, i feel normal.  my doctor said that because it's not addictive and doesn't lose its effects over time like benzos i can continue to take it indefinitely so i will.  if you're on it and it's not working perhaps you may need more

for me it's finally given me my life back""",10,"February 22, 2016",1
Hydroxyzine,anxiety,"""i had an outburst with severe anxiety after i stopped another medication too soon. i love how this medicine keeps me calm and i sleep so good, i feel like a new person. i would highly recommend this product for it has helped me so much. i don't ever plan to go on anything else.""",10,"January 6, 2017",1
Xanax,anxiety,"""xanax is a great medicine that has been under a lot of flack recently because of irresponsible individuals who give it a bad name. i have been taking it for over two years now in an on/off fashion and sometimes for a few months at a time; however, i always take a few days every week to flush it out. my anxiety issues stem from a traumatic childhood making me miss out on a lot of great opportunities throughout life, opportunities that xanax is helping me take advantage of today. i am a very active male, i run and lift regularly and what i noticed about xanax from the get go is that i had an extremely high tolerance to it.  i take 1.5mg of xanax and .1mg of clonidine due to this fact - warning -clonidine has bad side effects when stopped cold""",8,"October 5, 2015",1
