tarih,ürün_kodu,ürün_adi,kategori,fiyat,adet,toplam_satis,musteri_id
06/07/2024,P011,Kalem,Kırtasiye,386.32,8,3090.56,6603
14/07/2024,P082,Defter,Kırtasiye,282.25,19,5362.75,4917
03/11/2023,P087,Kulaklık,Elektronik,629.54,12,7554.48,2415
25/10/2023,P024,Bilgisayar,Elektronik,880.93,10,8809.3,1503
26/12/2022,P082,Defter,Kırtasiye,1052.92,5,5264.6,9730
20/10/2024,P011,Kalem,Kırtasiye,898.38,14,12577.32,2446
04/06/2023,P032,Mouse,Elektronik,1321.87,4,5287.48,6959
17/12/2023,P024,Bilgisayar,Elektronik,580.68,5,2903.4,3076
25/02/2023,P018,Telefon,Elektronik,107.9,19,2050.1,4535
11/08/2023,P010,Çanta,Giyim,822.65,12,9871.8,2795
11/04/2024,P032,Mouse,Elektronik,677.32,17,11514.44,4044
04/05/2023,P024,Bilgisayar,Elektronik,144.71,3,434.13,9365
16/02/2024,P024,Bilgisayar,Elektronik,1206.35,1,1206.35,1406
30/06/2024,P011,Kalem,Kırtasiye,373.07,15,5596.05,5856
21/02/2023,P087,Kulaklık,Elektronik,50.3,13,653.9,5029
20/03/2023,P082,Defter,Kırtasiye,555.42,4,2221.68,7634
20/05/2024,P024,Bilgisayar,Elektronik,830.93,3,2492.79,2588
01/04/2023,P097,Su Şişesi,Mutfak Ürünleri,872.7,7,7520.75939059395,9055
07/05/2024,P018,Telefon,Elektronik,503.17,4,2012.68,5953
10/08/2023,P037,Fırın,Ev Aletleri,926.01,8,7408.08,1130
08/09/2024,P018,Telefon,Elektronik,367.3,4,1469.2,8264
29/05/2023,P037,Fırın,Ev Aletleri,997.07,2,1994.14,7173
18/12/2023,P097,Su Şişesi,Mutfak Ürünleri,343.81,15,5157.15,9653
26/03/2023,P097,Su Şişesi,Mutfak Ürünleri,960.65,14,13449.1,9556
15/06/2024,P087,Kulaklık,Elektronik,229.95,5,1149.75,4535
24/02/2024,P024,Bilgisayar,Elektronik,664.37,19,12623.03,5896
09/06/2024,P087,Kulaklık,Elektronik,736.4,19,13991.6,4534
15/07/2023,P032,Mouse,Elektronik,34.68,10,346.8,4790
19/10/2023,P024,Bilgisayar,Elektronik,933.41,8,7467.28,1591
18/02/2023,P063,Klima,Elektronik,863,19,16397.0,2299
15/01/2023,P082,Defter,Kırtasiye,837.75,6,5026.5,1431
04/12/2023,P032,Mouse,Elektronik,1100.4,6,7520.75939059395,6192
11/04/2023,P037,Fırın,Ev Aletleri,505.55,19,9605.45,1974
27/04/2024,P082,Defter,Kırtasiye,1033.5,18,18603.0,9802
21/09/2024,P024,Bilgisayar,Elektronik,981.63,5,4908.15,3863
30/11/2023,P087,Kulaklık,Elektronik,66.83,18,1202.94,3863
30/08/2024,P018,Telefon,Elektronik,225.05,18,4050.9,9877
04/03/2024,P024,Bilgisayar,Elektronik,573.8,18,10328.4,5307
08/03/2024,P011,Kalem,Kırtasiye,1332.63,10,13326.3,8264
29/08/2023,P087,Kulaklık,Elektronik,1070.64,15,7520.75939059395,3398
07/02/2024,P010,Çanta,Giyim,384.19,10,3841.9,6682
06/12/2023,P018,Telefon,Elektronik,1086.34,11,11949.74,6255
31/10/2023,P082,Defter,Kırtasiye,110.49,1,110.49,7981
10/06/2024,P037,Fırın,Ev Aletleri,1451.96,9,13067.64,3802
05/01/2023,P082,Defter,Kırtasiye,174.29,17,2962.93,2881
14/02/2023,P063,Klima,Elektronik,1418.37,2,2836.74,7045
05/06/2023,P097,Su Şişesi,Mutfak Ürünleri,188.46,6,1130.76,3720
30/06/2024,P011,Kalem,Kırtasiye,516.07,9,4644.63,7377
26/03/2023,P082,Defter,Kırtasiye,274.51,19,5215.69,6086
14/10/2023,P082,Defter,Kırtasiye,1072.43,12,12869.16,6898
12/06/2023,P011,Kalem,Kırtasiye,432.13,17,7346.21,2175
23/11/2022,P018,Telefon,Elektronik,974.85,4,3899.4,8893
16/04/2023,P018,Telefon,Elektronik,1200.34,16,19205.44,7103
01/07/2023,P037,Fırın,Ev Aletleri,1245.64,18,22421.52,8732
31/05/2023,P032,Mouse,Elektronik,287.1,10,2871.0,7246
07/08/2023,P037,Fırın,Ev Aletleri,686.8,18,12362.4,1511
13/03/2023,P082,Defter,Kırtasiye,394.28,9,7520.75939059395,4090
10/05/2024,P011,Kalem,Kırtasiye,608.5,7,4259.5,5260
08/01/2023,P024,Bilgisayar,Elektronik,738.37,15,11075.55,1444
25/08/2024,P011,Kalem,Kırtasiye,993.43,16,15894.88,2861
08/04/2023,P087,Kulaklık,Elektronik,1158.57,4,4634.28,9894
18/01/2023,P097,Su Şişesi,Mutfak Ürünleri,1190.92,6,7145.52,1844
09/11/2023,P010,Çanta,Giyim,1360.04,8,10880.32,6450
28/12/2022,P037,Fırın,Ev Aletleri,1040.83,5,5204.15,1967
14/12/2022,P037,Fırın,Ev Aletleri,648.06,17,11017.02,7473
22/08/2023,P037,Fırın,Ev Aletleri,1339.77,18,24115.86,9536
17/08/2024,P011,Kalem,Kırtasiye,342.17,17,5816.89,1489
25/12/2022,P037,Fırın,Ev Aletleri,296.99,4,1187.96,9620
27/11/2022,P018,Telefon,Elektronik,210.61,18,7520.75939059395,7895
08/12/2022,P018,Telefon,Elektronik,364.75,15,5471.25,2138
04/03/2023,P018,Telefon,Elektronik,1150.42,5,5752.1,8055
18/11/2023,P037,Fırın,Ev Aletleri,568.94,1,568.94,4995
01/11/2024,P024,Bilgisayar,Elektronik,552.69,11,6079.59,8939
05/03/2024,P037,Fırın,Ev Aletleri,1164.56,3,3493.68,5651
16/01/2024,P087,Kulaklık,Elektronik,1378.43,3,4135.29,1007
24/07/2023,P082,Defter,Kırtasiye,274.95,10,2749.5,5231
10/08/2024,P082,Defter,Kırtasiye,115.67,13,1503.71,6617
08/04/2023,P018,Telefon,Elektronik,282.91,17,4809.47,5038
04/12/2022,P018,Telefon,Elektronik,1045.79,12,12549.48,9227
08/08/2023,P097,Su Şişesi,Mutfak Ürünleri,350.13,16,5602.08,2389
14/06/2024,P063,Klima,Elektronik,25.48,8,203.84,9101
08/12/2023,P087,Kulaklık,Elektronik,747.16,5,3735.8,1402
30/09/2024,P024,Bilgisayar,Elektronik,151.82,1,151.82,6959
03/12/2022,P018,Telefon,Elektronik,905.42,14,12675.88,8141
14/03/2023,P082,Defter,Kırtasiye,868.81,8,6950.48,8342
02/11/2024,P082,Defter,Kırtasiye,368.98,6,2213.88,8150
22/01/2024,P032,Mouse,Elektronik,317.12,12,3805.44,4519
03/03/2024,P018,Telefon,Elektronik,1249.91,12,7520.75939059395,9378
10/06/2024,P087,Kulaklık,Elektronik,871.08,17,14808.36,9795
26/08/2023,P010,Çanta,Giyim,1111.76,13,14452.88,2365
19/03/2024,P011,Kalem,Kırtasiye,554.47,2,1108.94,6661
27/06/2023,P097,Su Şişesi,Mutfak Ürünleri,830.03,9,7520.75939059395,8066
10/06/2024,P011,Kalem,Kırtasiye,222.99,5,1114.95,9039
21/09/2024,P018,Telefon,Elektronik,604.68,16,9674.88,2164
01/10/2023,P010,Çanta,Giyim,1441.35,10,14413.5,8102
03/04/2024,P037,Fırın,Ev Aletleri,964.78,14,13506.92,7880
20/03/2023,P024,Bilgisayar,Elektronik,373.65,5,1868.25,3827
16/06/2024,P037,Fırın,Ev Aletleri,309.39,15,7520.75939059395,7174
30/12/2023,P063,Klima,Elektronik,877.87,7,6145.09,9376
20/03/2024,P018,Telefon,Elektronik,650.59,10,7520.75939059395,9137
24/09/2023,P063,Klima,Elektronik,1444.58,11,15890.38,4281
08/08/2024,P018,Telefon,Elektronik,419.58,17,7132.86,2144
14/07/2024,P024,Bilgisayar,Elektronik,675.98,2,1351.96,3571
16/09/2023,P097,Su Şişesi,Mutfak Ürünleri,1027.88,13,7520.75939059395,8198
06/01/2024,P011,Kalem,Kırtasiye,884.99,10,8849.9,4835
11/04/2024,P018,Telefon,Elektronik,1492.36,16,23877.76,8708
09/07/2024,P011,Kalem,Kırtasiye,786.37,11,8650.07,2737
12/02/2024,P082,Defter,Kırtasiye,749.06,5,3745.3,2799
25/11/2022,P097,Su Şişesi,Mutfak Ürünleri,396.08,2,792.16,4916
25/04/2024,P063,Klima,Elektronik,1392.61,17,23674.37,3283
28/09/2024,P037,Fırın,Ev Aletleri,217.58,1,217.58,8693
02/05/2023,P024,Bilgisayar,Elektronik,872.7,1,872.7,2821
12/03/2024,P018,Telefon,Elektronik,1179.13,3,7520.75939059395,2220
10/10/2024,P087,Kulaklık,Elektronik,721.52,2,1443.04,7315
16/03/2024,P037,Fırın,Ev Aletleri,1450.7,10,14507.0,9552
24/05/2023,P010,Çanta,Giyim,1495.75,19,28419.25,1249
24/02/2024,P011,Kalem,Kırtasiye,1302.82,14,18239.48,2747
31/05/2024,P018,Telefon,Elektronik,964.25,19,18320.75,2509
22/03/2023,P063,Klima,Elektronik,1005.08,6,7520.75939059395,3620
26/09/2024,P082,Defter,Kırtasiye,1190.28,18,21425.04,8143
27/01/2023,P032,Mouse,Elektronik,157.58,16,2521.28,1836
31/03/2023,P037,Fırın,Ev Aletleri,1196.67,17,20343.39,9121
23/11/2023,P037,Fırın,Ev Aletleri,1259.86,11,13858.46,7846
15/07/2023,P032,Mouse,Elektronik,68.07,5,340.35,7544
22/01/2024,P082,Defter,Kırtasiye,569.14,5,2845.7,7621
27/09/2023,P010,Çanta,Giyim,1045.35,16,16725.6,7194
21/05/2024,P032,Mouse,Elektronik,1441.85,15,21627.75,7349
20/08/2023,P082,Defter,Kırtasiye,831.78,7,5822.46,1068
30/09/2024,P087,Kulaklık,Elektronik,1431.44,5,7520.75939059395,7639
19/11/2022,P010,Çanta,Giyim,636.75,3,1910.25,4120
01/02/2024,P011,Kalem,Kırtasiye,600.24,3,1800.72,6782
24/06/2023,P087,Kulaklık,Elektronik,1425.72,6,8554.32,5906
19/09/2023,P063,Klima,Elektronik,182.1,13,2367.3,3001
28/08/2023,P063,Klima,Elektronik,156.48,16,2503.68,9003
14/11/2022,P082,Defter,Kırtasiye,784.68,14,10985.52,3864
30/07/2024,P018,Telefon,Elektronik,1074.96,19,20424.24,4355
19/11/2023,P018,Telefon,Elektronik,860.26,13,11183.38,7982
01/03/2023,P063,Klima,Elektronik,1253.99,14,17555.86,3700
30/03/2024,P087,Kulaklık,Elektronik,180.69,13,2348.97,6257
06/11/2023,P032,Mouse,Elektronik,319.89,8,2559.12,2677
10/09/2023,P082,Defter,Kırtasiye,445.22,4,1780.88,9145
11/10/2024,P018,Telefon,Elektronik,194.76,7,1363.32,9666
06/04/2024,P010,Çanta,Giyim,299.53,16,4792.48,5208
23/03/2024,P011,Kalem,Kırtasiye,1024.84,7,7520.75939059395,7415
27/04/2023,P087,Kulaklık,Elektronik,1440.7,6,8644.2,5264
14/12/2022,P032,Mouse,Elektronik,328.13,16,5250.08,6818
01/05/2024,P024,Bilgisayar,Elektronik,597.01,13,7761.13,4404
22/06/2024,P024,Bilgisayar,Elektronik,946.81,13,12308.53,1274
26/11/2022,P097,Su Şişesi,Mutfak Ürünleri,1358.17,17,23088.89,4092
02/11/2024,P011,Kalem,Kırtasiye,805.77,1,805.77,9865
14/09/2023,P018,Telefon,Elektronik,1321.97,15,19829.55,1484
18/12/2023,P087,Kulaklık,Elektronik,625.48,18,11258.64,8538
14/11/2023,P082,Defter,Kırtasiye,1457.64,13,18949.32,3404
13/03/2023,P032,Mouse,Elektronik,1229.31,19,23356.89,5600
03/04/2023,P037,Fırın,Ev Aletleri,1352.02,5,6760.1,9112
24/04/2023,P018,Telefon,Elektronik,1362.16,17,23156.72,2952
31/07/2024,P032,Mouse,Elektronik,72.67,8,581.36,4422
22/10/2024,P011,Kalem,Kırtasiye,395.24,19,7509.56,8567
24/08/2024,P037,Fırın,Ev Aletleri,1389.42,5,6947.1,2965
02/09/2023,P082,Defter,Kırtasiye,420.78,2,841.56,9046
10/12/2022,P063,Klima,Elektronik,1026.26,10,10262.6,5541
31/10/2023,P087,Kulaklık,Elektronik,33.79,1,33.79,6286
24/04/2024,P087,Kulaklık,Elektronik,1401.41,4,5605.64,1543
23/04/2024,P032,Mouse,Elektronik,492.83,11,5421.13,9957
13/08/2024,P018,Telefon,Elektronik,160.12,7,1120.84,5471
10/05/2023,P010,Çanta,Giyim,586.34,15,8795.1,2736
13/04/2023,P037,Fırın,Ev Aletleri,244.32,1,244.32,2309
10/01/2024,P063,Klima,Elektronik,453.74,18,8167.32,3536
26/09/2023,P097,Su Şişesi,Mutfak Ürünleri,40.08,6,240.48,1130
01/07/2023,P082,Defter,Kırtasiye,634.93,9,5714.37,4909
07/09/2024,P082,Defter,Kırtasiye,1118.91,7,7520.75939059395,3182
10/12/2022,P037,Fırın,Ev Aletleri,226.96,4,907.84,8831
24/09/2024,P010,Çanta,Giyim,38.31,12,459.72,9081
15/09/2023,P087,Kulaklık,Elektronik,201.39,17,3423.63,4544
24/04/2024,P082,Defter,Kırtasiye,1233.12,5,7520.75939059395,3648
17/05/2023,P018,Telefon,Elektronik,535.26,9,4817.34,4691
04/05/2023,P082,Defter,Kırtasiye,596.82,2,1193.64,8832
13/11/2023,P010,Çanta,Giyim,408.22,13,7520.75939059395,5420
29/03/2024,P024,Bilgisayar,Elektronik,347.26,1,347.26,4497
03/07/2023,P024,Bilgisayar,Elektronik,667.76,18,12019.68,7942
08/04/2024,P024,Bilgisayar,Elektronik,320.53,12,3846.36,6132
20/05/2023,P018,Telefon,Elektronik,569.51,18,10251.18,8120
19/06/2024,P063,Klima,Elektronik,209.61,19,3982.59,3314
07/11/2023,P097,Su Şişesi,Mutfak Ürünleri,650.69,3,1952.07,7596
19/04/2024,P010,Çanta,Giyim,1196.28,8,9570.24,3712
14/09/2023,P097,Su Şişesi,Mutfak Ürünleri,874.44,14,12242.16,5454
15/04/2023,P018,Telefon,Elektronik,1141.94,16,18271.04,2629
20/10/2023,P011,Kalem,Kırtasiye,989.67,13,12865.71,5225
12/06/2024,P097,Su Şişesi,Mutfak Ürünleri,630.14,3,1890.42,9717
07/10/2023,P032,Mouse,Elektronik,674.02,12,8088.24,1664
06/07/2023,P024,Bilgisayar,Elektronik,1117.63,15,16764.45,5869
17/06/2023,P024,Bilgisayar,Elektronik,1321.88,4,5287.52,3954
24/07/2024,P011,Kalem,Kırtasiye,966.91,13,12569.83,5252
09/09/2024,P010,Çanta,Giyim,616.69,15,9250.35,2045
27/07/2024,P063,Klima,Elektronik,83.14,3,249.42,7073
23/01/2024,P032,Mouse,Elektronik,327.67,1,327.67,5973
27/11/2023,P082,Defter,Kırtasiye,877.77,6,5266.62,9140
22/02/2024,P018,Telefon,Elektronik,36.41,16,582.56,6824
30/12/2022,P032,Mouse,Elektronik,635.07,16,10161.12,8438
26/11/2023,P010,Çanta,Giyim,90.39,2,180.78,1728
01/04/2024,P097,Su Şişesi,Mutfak Ürünleri,1254.6,18,22582.8,2813
19/11/2022,P011,Kalem,Kırtasiye,412.67,19,7840.73,2672
12/08/2024,P082,Defter,Kırtasiye,662.47,4,2649.88,8592
09/12/2023,P010,Çanta,Giyim,349.01,15,5235.15,3867
08/05/2024,P063,Klima,Elektronik,548.05,13,7124.65,9542
19/12/2023,P024,Bilgisayar,Elektronik,253.92,12,3047.04,8608
24/06/2024,P037,Fırın,Ev Aletleri,390.7,11,4297.7,7852
27/08/2023,P024,Bilgisayar,Elektronik,1308.47,12,15701.64,3821
10/12/2022,P010,Çanta,Giyim,1190.93,19,22627.67,8172
06/03/2024,P087,Kulaklık,Elektronik,112.76,7,789.32,2459
29/11/2022,P018,Telefon,Elektronik,233.52,8,1868.16,6790
16/06/2023,P097,Su Şişesi,Mutfak Ürünleri,78.92,4,315.68,3195
14/08/2023,P010,Çanta,Giyim,702.29,15,10534.35,5086
02/06/2023,P063,Klima,Elektronik,22.28,1,22.28,8772
20/08/2023,P018,Telefon,Elektronik,195.27,18,3514.86,6855
03/10/2023,P037,Fırın,Ev Aletleri,915.38,3,2746.14,3645
06/09/2024,P010,Çanta,Giyim,1294.6,13,16829.8,5758
05/11/2023,P011,Kalem,Kırtasiye,915.21,13,11897.73,9258
13/09/2024,P087,Kulaklık,Elektronik,247.09,13,3212.17,7948
20/12/2022,P032,Mouse,Elektronik,244.27,6,1465.62,9502
06/10/2024,P011,Kalem,Kırtasiye,1244.43,12,14933.16,6050
27/01/2024,P037,Fırın,Ev Aletleri,1127.29,18,20291.22,6817
13/03/2023,P011,Kalem,Kırtasiye,1467.58,15,22013.7,4691
18/06/2023,P018,Telefon,Elektronik,1492.29,5,7461.45,2284
03/10/2024,P063,Klima,Elektronik,416.61,10,4166.1,4835
11/03/2023,P087,Kulaklık,Elektronik,874.1,19,16607.9,7480
03/12/2022,P024,Bilgisayar,Elektronik,749.77,3,2249.31,3061
06/10/2024,P010,Çanta,Giyim,1222.94,8,9783.52,4189
12/07/2024,P024,Bilgisayar,Elektronik,296.72,4,1186.88,4113
04/04/2024,P011,Kalem,Kırtasiye,1430.34,17,24315.78,7729
27/08/2024,P082,Defter,Kırtasiye,1047.14,1,1047.14,1034
17/05/2024,P097,Su Şişesi,Mutfak Ürünleri,1494.25,17,25402.25,1116
01/11/2024,P097,Su Şişesi,Mutfak Ürünleri,132.72,16,2123.52,5562
29/08/2024,P010,Çanta,Giyim,72.48,18,1304.64,6865
05/05/2024,P037,Fırın,Ev Aletleri,1369.44,13,17802.72,7401
25/04/2024,P018,Telefon,Elektronik,1483.23,1,1483.23,5349
18/05/2023,P011,Kalem,Kırtasiye,1065.27,2,2130.54,4909
13/06/2023,P024,Bilgisayar,Elektronik,610.85,5,3054.25,2627
10/08/2024,P082,Defter,Kırtasiye,1240.99,13,16132.87,1461
23/10/2024,P063,Klima,Elektronik,947.58,13,12318.54,7892
09/01/2024,P032,Mouse,Elektronik,490.07,10,4900.7,3220
20/01/2023,P018,Telefon,Elektronik,874.59,19,16617.21,5250
19/06/2024,P011,Kalem,Kırtasiye,326.68,19,6206.92,1586
17/03/2023,P018,Telefon,Elektronik,864.43,15,12966.45,2606
13/11/2022,P082,Defter,Kırtasiye,1380.8,4,5523.2,5068
11/07/2023,P037,Fırın,Ev Aletleri,1151.25,3,3453.75,1949
20/04/2024,P010,Çanta,Giyim,241,2,482.0,5922
07/02/2024,P011,Kalem,Kırtasiye,407.98,18,7343.64,5060
23/05/2024,P063,Klima,Elektronik,79.63,16,1274.08,3394
04/09/2023,P011,Kalem,Kırtasiye,739.15,19,14043.85,9800
30/09/2024,P010,Çanta,Giyim,477.13,3,1431.39,9211
02/02/2024,P082,Defter,Kırtasiye,46.96,2,93.92,2947
28/10/2023,P082,Defter,Kırtasiye,570.67,2,1141.34,4104
12/01/2023,P063,Klima,Elektronik,871.92,15,13078.8,3877
29/10/2024,P032,Mouse,Elektronik,1203.24,8,9625.92,8221
25/01/2024,P037,Fırın,Ev Aletleri,247.75,3,743.25,5439
12/05/2024,P063,Klima,Elektronik,1063.6,18,19144.8,9116
31/01/2023,P087,Kulaklık,Elektronik,1030.64,11,11337.04,5181
24/11/2022,P037,Fırın,Ev Aletleri,366.4,3,7520.75939059395,4734
09/10/2024,P037,Fırın,Ev Aletleri,1189.61,2,2379.22,6312
18/03/2023,P082,Defter,Kırtasiye,872.43,3,2617.29,9553
30/08/2024,P032,Mouse,Elektronik,587.05,8,4696.4,6272
12/05/2023,P037,Fırın,Ev Aletleri,701.77,10,7017.7,1763
02/04/2024,P032,Mouse,Elektronik,699.65,19,13293.35,5487
08/02/2024,P018,Telefon,Elektronik,1098.93,19,20879.67,6827
13/07/2023,P063,Klima,Elektronik,1215.03,2,2430.06,3095
22/05/2023,P010,Çanta,Giyim,456.57,16,7305.12,4342
27/07/2023,P037,Fırın,Ev Aletleri,610.22,3,1830.66,9743
12/02/2023,P032,Mouse,Elektronik,417.83,17,7103.11,8649
08/10/2024,P082,Defter,Kırtasiye,341.93,10,3419.3,5109
23/08/2024,P024,Bilgisayar,Elektronik,137.91,5,689.55,7115
06/06/2024,P087,Kulaklık,Elektronik,508.58,6,3051.48,3902
15/09/2024,P011,Kalem,Kırtasiye,1391.62,14,19482.68,7562
30/04/2024,P097,Su Şişesi,Mutfak Ürünleri,227.25,7,1590.75,6403
19/03/2024,P097,Su Şişesi,Mutfak Ürünleri,1291.53,8,10332.24,6276
13/05/2024,P097,Su Şişesi,Mutfak Ürünleri,920.6,5,4603.0,1034
20/04/2024,P082,Defter,Kırtasiye,948.89,12,11386.68,3900
14/02/2024,P087,Kulaklık,Elektronik,962.12,18,17318.16,5927
02/04/2023,P018,Telefon,Elektronik,1376.1,5,6880.5,6575
28/09/2023,P082,Defter,Kırtasiye,692.67,9,6234.03,9098
18/12/2022,P097,Su Şişesi,Mutfak Ürünleri,44.03,6,264.18,1641
05/02/2024,P018,Telefon,Elektronik,718.47,17,12213.99,4303
11/12/2022,P010,Çanta,Giyim,637.87,16,10205.92,4288
16/04/2023,P010,Çanta,Giyim,354.95,16,5679.2,9435
04/03/2024,P032,Mouse,Elektronik,951.56,14,13321.84,9881
26/06/2024,P018,Telefon,Elektronik,1157.74,9,10419.66,5824
06/09/2024,P082,Defter,Kırtasiye,1387.15,10,13871.5,4921
13/08/2023,P011,Kalem,Kırtasiye,1118.9,16,17902.4,8628
13/06/2023,P018,Telefon,Elektronik,403.15,9,3628.35,9508
27/10/2024,P087,Kulaklık,Elektronik,1321.32,3,3963.96,7233
11/03/2023,P063,Klima,Elektronik,542.77,1,542.77,5676
03/04/2024,P011,Kalem,Kırtasiye,1071.3,19,20354.7,7521
02/03/2024,P010,Çanta,Giyim,942.83,9,7520.75939059395,7434
25/11/2022,P037,Fırın,Ev Aletleri,115.95,12,1391.4,9137
15/07/2024,P011,Kalem,Kırtasiye,1387.91,2,2775.82,4762
13/09/2024,P063,Klima,Elektronik,222.87,7,1560.09,1470
09/08/2023,P087,Kulaklık,Elektronik,1348.43,2,2696.86,2646
06/06/2024,P032,Mouse,Elektronik,1072.2,18,19299.6,3415
13/01/2023,P032,Mouse,Elektronik,474.81,17,8071.77,8998
24/05/2024,P082,Defter,Kırtasiye,88.54,2,177.08,7390
05/04/2024,P010,Çanta,Giyim,1172.44,11,12896.84,3933
19/03/2024,P032,Mouse,Elektronik,1435.73,2,2871.46,9692
14/11/2023,P011,Kalem,Kırtasiye,896.58,14,12552.12,9128
08/01/2023,P037,Fırın,Ev Aletleri,1052.7,4,4210.8,2516
17/02/2023,P032,Mouse,Elektronik,232.55,11,2558.05,9127
27/05/2023,P018,Telefon,Elektronik,572.32,4,2289.28,8289
26/08/2024,P082,Defter,Kırtasiye,54.62,19,1037.78,7265
02/10/2023,P018,Telefon,Elektronik,38.85,10,388.5,8007
12/11/2023,P097,Su Şişesi,Mutfak Ürünleri,1273.58,6,7641.48,9372
12/01/2024,P032,Mouse,Elektronik,1031.03,6,6186.18,6128
21/04/2024,P011,Kalem,Kırtasiye,1480.1,5,7400.5,3834
11/12/2023,P018,Telefon,Elektronik,260.7,11,2867.7,9962
24/02/2023,P011,Kalem,Kırtasiye,690.1,3,2070.3,8042
17/05/2023,P032,Mouse,Elektronik,1299.52,12,15594.24,6671
30/11/2023,P082,Defter,Kırtasiye,1092.5,11,12017.5,8443
16/02/2024,P087,Kulaklık,Elektronik,1174.27,11,12916.97,4500
24/01/2024,P018,Telefon,Elektronik,147.27,3,7520.75939059395,2501
02/02/2024,P037,Fırın,Ev Aletleri,772.03,5,3860.15,2672
07/10/2024,P032,Mouse,Elektronik,674.62,10,6746.2,8937
09/09/2024,P097,Su Şişesi,Mutfak Ürünleri,143.32,14,2006.48,5978
17/03/2023,P037,Fırın,Ev Aletleri,1018.45,1,1018.45,9333
01/09/2024,P082,Defter,Kırtasiye,1386.06,6,8316.36,3326
11/11/2022,P063,Klima,Elektronik,937,7,6559.0,5125
09/02/2023,P024,Bilgisayar,Elektronik,1373.11,3,4119.33,5944
07/02/2023,P097,Su Şişesi,Mutfak Ürünleri,305.36,12,3664.32,3647
07/12/2022,P037,Fırın,Ev Aletleri,1012.65,14,14177.1,1108
30/10/2024,P082,Defter,Kırtasiye,688.82,10,7520.75939059395,1906
27/11/2023,P063,Klima,Elektronik,233.86,9,2104.74,1707
27/12/2022,P024,Bilgisayar,Elektronik,1191.3,16,19060.8,6646
21/07/2024,P063,Klima,Elektronik,828.02,7,7520.75939059395,1327
10/07/2024,P032,Mouse,Elektronik,320.87,4,1283.48,7318
22/06/2023,P018,Telefon,Elektronik,744.78,19,14150.82,3779
25/11/2022,P063,Klima,Elektronik,453.31,17,7706.27,2655
21/12/2023,P018,Telefon,Elektronik,362.57,6,2175.42,1173
30/05/2024,P097,Su Şişesi,Mutfak Ürünleri,1297.88,13,7520.75939059395,9730
20/11/2023,P037,Fırın,Ev Aletleri,577.22,16,9235.52,1752
03/06/2024,P032,Mouse,Elektronik,1394.44,9,12549.96,5073
08/04/2024,P082,Defter,Kırtasiye,1227.91,4,4911.64,1957
02/10/2024,P097,Su Şişesi,Mutfak Ürünleri,450.47,15,6757.05,2043
15/09/2024,P011,Kalem,Kırtasiye,469.06,4,1876.24,3793
01/11/2024,P011,Kalem,Kırtasiye,240.2,2,480.4,1795
12/12/2023,P010,Çanta,Giyim,620.88,16,9934.08,1177
01/11/2024,P087,Kulaklık,Elektronik,1471.83,10,14718.3,6694
04/01/2024,P097,Su Şişesi,Mutfak Ürünleri,29.73,8,237.84,8955
04/07/2024,P011,Kalem,Kırtasiye,514.32,1,514.32,2890
19/10/2023,P018,Telefon,Elektronik,965.26,4,3861.04,1750
08/05/2023,P018,Telefon,Elektronik,278.71,16,4459.36,5480
24/07/2023,P082,Defter,Kırtasiye,139.55,6,7520.75939059395,8972
24/09/2023,P063,Klima,Elektronik,987.66,10,9876.6,7852
18/12/2022,P024,Bilgisayar,Elektronik,986.04,19,18734.76,7293
17/01/2023,P087,Kulaklık,Elektronik,127.38,5,636.9,3872
04/03/2023,P087,Kulaklık,Elektronik,1122.85,11,12351.35,7820
20/03/2024,P011,Kalem,Kırtasiye,206.09,1,206.09,6831
15/12/2022,P037,Fırın,Ev Aletleri,927.1,5,4635.5,9146
30/11/2022,P010,Çanta,Giyim,1276.18,3,3828.54,2644
13/05/2023,P032,Mouse,Elektronik,689.82,16,11037.12,5941
22/05/2024,P011,Kalem,Kırtasiye,20.46,3,61.38,6619
28/04/2023,P097,Su Şişesi,Mutfak Ürünleri,691.79,18,12452.22,7433
10/08/2024,P018,Telefon,Elektronik,1109.1,10,11091.0,7292
27/08/2023,P097,Su Şişesi,Mutfak Ürünleri,845.05,17,14365.85,3836
02/11/2023,P097,Su Şişesi,Mutfak Ürünleri,102.35,8,818.8,3393
28/02/2023,P037,Fırın,Ev Aletleri,855.74,17,14547.58,1714
08/03/2023,P011,Kalem,Kırtasiye,143.55,11,7520.75939059395,1966
28/01/2024,P010,Çanta,Giyim,885.44,11,9739.84,6460
12/05/2023,P032,Mouse,Elektronik,1197.51,19,22752.69,9449
18/10/2024,P032,Mouse,Elektronik,586.66,8,4693.28,7967
01/11/2024,P010,Çanta,Giyim,615.61,15,9234.15,9185
03/03/2024,P037,Fırın,Ev Aletleri,1145.88,18,7520.75939059395,6419
13/04/2023,P082,Defter,Kırtasiye,138.71,7,970.97,7417
24/06/2024,P082,Defter,Kırtasiye,341.5,17,5805.5,9886
02/09/2024,P082,Defter,Kırtasiye,1238.59,19,23533.21,9724
28/04/2024,P018,Telefon,Elektronik,1187.52,5,5937.6,3224
22/06/2023,P063,Klima,Elektronik,517.29,2,1034.58,3398
18/03/2023,P024,Bilgisayar,Elektronik,1372,2,2744.0,6185
21/01/2023,P024,Bilgisayar,Elektronik,495.06,12,5940.72,6006
14/10/2023,P063,Klima,Elektronik,856.64,1,856.64,8827
